"","SampleID","metric","value","SE","WaterColumn","Hour","Taxa","DateTime"
"178","F15Sep20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",1.15063303780421,NA,"hypolimnion","noon","Cyclopoid",2020-09-15
"179","F28Jun20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",5.48013211135186,NA,"hypolimnion","midnight","Cyclopoid",2020-06-28
"180","F29Jun20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.85105959164728,NA,"hypolimnion","noon","Cyclopoid",2020-06-29
"181","F01Jul22_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",60.2961086881249,104.691250266637,"epilimnion","midnight","Rotifera_",2022-07-01
"182","F01Jul22_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",104.799546093729,228.417273309028,"epilimnion","noon","Rotifera_",2022-07-01
"183","F10Jun21_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",2.16143824621824,NA,"epilimnion","midnight","Rotifera_",2021-06-10
"184","F10Jun21_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",7.20303501404233,6.37443553420549,"epilimnion","noon","Rotifera_",2021-06-10
"185","F10Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",1.44484558643271,NA,"epilimnion","midnight","Rotifera_",2020-09-10
"186","F11Sep20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",6.45260736000183,NA,"epilimnion","noon","Rotifera_",2020-09-11
"187","F14Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",8.75959514352425,NA,"epilimnion","midnight","Rotifera_",2020-09-14
"188","F15Sep20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",15.8599496318819,NA,"epilimnion","noon","Rotifera_",2020-09-15
"189","F28Jun20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",2.63995578744728,NA,"epilimnion","midnight","Rotifera_",2020-06-28
"190","F29Jun20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",2.00853256233501,NA,"epilimnion","noon","Rotifera_",2020-06-29
"191","F01Jul22_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.262128703253974,2.6489260267047,"hypolimnion","midnight","Rotifera_",2022-07-01
"192","F01Jul22_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",2.40460105056361,23.7694666613893,"hypolimnion","noon","Rotifera_",2022-07-01
"193","F10Jun21_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.448658479049473,NA,"hypolimnion","midnight","Rotifera_",2021-06-10
"194","F10Jun21_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.285465885488827,0.479845467999463,"hypolimnion","noon","Rotifera_",2021-06-10
"195","F10Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.00933240424060559,NA,"hypolimnion","midnight","Rotifera_",2020-09-10
"196","F11Sep20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.0410552118989519,NA,"hypolimnion","noon","Rotifera_",2020-09-11
"197","F14Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.126065586923658,NA,"hypolimnion","midnight","Rotifera_",2020-09-14
"198","F15Sep20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.365215211347994,NA,"hypolimnion","noon","Rotifera_",2020-09-15
"199","F28Jun20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.357774194000968,NA,"hypolimnion","midnight","Rotifera_",2020-06-28
"200","F29Jun20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_hypo",0.306970288321755,NA,"hypolimnion","noon","Rotifera_",2020-06-29
"201","F01Jul22_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",11.7371035011531,1.9034772775752,"epilimnion","midnight","Calanoida",2022-07-01
"202","F01Jul22_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",2.90492489676447,12.4591239986741,"epilimnion","noon","Calanoida",2022-07-01
"203","F10Jun21_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",0.917641125283841,NA,"epilimnion","midnight","Calanoida",2021-06-10
"204","F10Jun21_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",0,0,"epilimnion","noon","Calanoida",2021-06-10
"205","F10Sep20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",34.1752562339542,NA,"epilimnion","midnight","Calanoida",2020-09-10
"206","F11Sep20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",8.00130417619041,NA,"epilimnion","noon","Calanoida",2020-09-11
"207","F14Sep20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",16.0054302452647,NA,"epilimnion","midnight","Calanoida",2020-09-14
"208","F15Sep20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",0.265488855051069,NA,"epilimnion","noon","Calanoida",2020-09-15
"209","F28Jun20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",0,NA,"epilimnion","midnight","Calanoida",2020-06-28
"210","F29Jun20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_epi",0,NA,"epilimnion","noon","Calanoida",2020-06-29
"211","F01Jul22_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.0183207657894574,1.88007649831843,"hypolimnion","midnight","Calanoida",2022-07-01
"212","F01Jul22_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.0189896468080097,0.728884031565329,"hypolimnion","noon","Calanoida",2022-07-01
"213","F10Jun21_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.0757010193972681,NA,"hypolimnion","midnight","Calanoida",2021-06-10
"214","F10Jun21_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0,0,"hypolimnion","noon","Calanoida",2021-06-10
"215","F10Sep20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.168936786107627,NA,"hypolimnion","midnight","Calanoida",2020-09-10
"216","F11Sep20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.0129981063305243,NA,"hypolimnion","noon","Calanoida",2020-09-11
"217","F14Sep20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.210882975463412,NA,"hypolimnion","midnight","Calanoida",2020-09-14
"218","F15Sep20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0.0296261755766776,NA,"hypolimnion","noon","Calanoida",2020-09-15
"219","F28Jun20_midn","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0,NA,"hypolimnion","midnight","Calanoida",2020-06-28
"220","F29Jun20_noon","Calanoida_BiomassConcentration_ugpL_rep.mean_hypo",0,NA,"hypolimnion","noon","Calanoida",2020-06-29
"221","F01Jul22_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",171.836357754418,13.3243409430265,"epilimnion","midnight","Copepoda_",2022-07-01
"222","F01Jul22_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",157.780569487519,6.22956199933699,"epilimnion","noon","Copepoda_",2022-07-01
"223","F10Jun21_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",62.3355449334008,NA,"epilimnion","midnight","Copepoda_",2021-06-10
"224","F10Jun21_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",91.606096926616,24.4353362144542,"epilimnion","noon","Copepoda_",2021-06-10
"225","F10Sep20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",306.383228222142,NA,"epilimnion","midnight","Copepoda_",2020-09-10
"226","F11Sep20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",116.048873835054,NA,"epilimnion","noon","Copepoda_",2020-09-11
"227","F14Sep20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",169.404297434443,NA,"epilimnion","midnight","Copepoda_",2020-09-14
"228","F15Sep20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",342.190893063288,NA,"epilimnion","noon","Copepoda_",2020-09-15
"229","F28Jun20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",48.6558699201376,NA,"epilimnion","midnight","Copepoda_",2020-06-28
"230","F29Jun20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_epi",23.5508914797634,NA,"epilimnion","noon","Copepoda_",2020-06-29
"231","F01Jul22_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.45095387179147,8.22314392536758,"hypolimnion","midnight","Copepoda_",2022-07-01
"232","F01Jul22_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",3.15857334030865,1.30774834048783,"hypolimnion","noon","Copepoda_",2022-07-01
"233","F10Jun21_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",1.49878796581467,NA,"hypolimnion","midnight","Copepoda_",2021-06-10
"234","F10Jun21_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",1.6459599052934,11.6432024979038,"hypolimnion","noon","Copepoda_",2021-06-10
"235","F10Sep20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.29640698585272,NA,"hypolimnion","midnight","Copepoda_",2020-09-10
"236","F11Sep20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.14871993878463,NA,"hypolimnion","noon","Copepoda_",2020-09-11
"237","F14Sep20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.46881365254538,NA,"hypolimnion","midnight","Copepoda_",2020-09-14
"238","F15Sep20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.75541067939881,NA,"hypolimnion","noon","Copepoda_",2020-09-15
"239","F28Jun20_midn","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",7.62521913393414,NA,"hypolimnion","midnight","Copepoda_",2020-06-28
"240","F29Jun20_noon","Copepoda_BiomassConcentration_ugpL_rep.mean_hypo",2.51519933994618,NA,"hypolimnion","noon","Copepoda_",2020-06-29
"241","F01Jul22_midn","Cladocera_density_NopL_rep.mean_epi_percent_density",99.0443917608034,28.5521591636285,"epilimnion","midnight","Cladocera",2022-07-01
"242","F01Jul22_noon","Cladocera_density_NopL_rep.mean_epi_percent_density",98.1410431213036,14.5356446651196,"epilimnion","noon","Cladocera",2022-07-01
"243","F10Jun21_midn","Cladocera_density_NopL_rep.mean_epi_percent_density",98.1368158898732,NA,"epilimnion","midnight","Cladocera",2021-06-10
"244","F10Jun21_noon","Cladocera_density_NopL_rep.mean_epi_percent_density",98.3831727425866,11.6864651460431,"epilimnion","noon","Cladocera",2021-06-10
"245","F10Sep20_midn","Cladocera_density_NopL_rep.mean_epi_percent_density",99.4214793552355,NA,"epilimnion","midnight","Cladocera",2020-09-10
"246","F11Sep20_noon","Cladocera_density_NopL_rep.mean_epi_percent_density",98.685766711528,NA,"epilimnion","noon","Cladocera",2020-09-11
"247","F14Sep20_midn","Cladocera_density_NopL_rep.mean_epi_percent_density",98.243714239079,NA,"epilimnion","midnight","Cladocera",2020-09-14
"248","F15Sep20_noon","Cladocera_density_NopL_rep.mean_epi_percent_density",98.8096834715578,NA,"epilimnion","noon","Cladocera",2020-09-15
"249","F28Jun20_midn","Cladocera_density_NopL_rep.mean_epi_percent_density",96.4144596133011,NA,"epilimnion","midnight","Cladocera",2020-06-28
"250","F29Jun20_noon","Cladocera_density_NopL_rep.mean_epi_percent_density",87.5997149045827,NA,"epilimnion","noon","Cladocera",2020-06-29
"251","F01Jul22_midn","Cladocera_density_NopL_rep.mean_hypo_percent_density",0.955608239196557,53.7947810679373,"hypolimnion","midnight","Cladocera",2022-07-01
"252","F01Jul22_noon","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.85895687869639,34.1889821981071,"hypolimnion","noon","Cladocera",2022-07-01
"253","F10Jun21_midn","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.86318411012683,NA,"hypolimnion","midnight","Cladocera",2021-06-10
"254","F10Jun21_noon","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.61682725741342,129.41450474375,"hypolimnion","noon","Cladocera",2021-06-10
"255","F10Sep20_midn","Cladocera_density_NopL_rep.mean_hypo_percent_density",0.578520644764524,NA,"hypolimnion","midnight","Cladocera",2020-09-10
"256","F11Sep20_noon","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.31423328847204,NA,"hypolimnion","noon","Cladocera",2020-09-11
"257","F14Sep20_midn","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.75628576092096,NA,"hypolimnion","midnight","Cladocera",2020-09-14
"258","F15Sep20_noon","Cladocera_density_NopL_rep.mean_hypo_percent_density",1.19031652844222,NA,"hypolimnion","noon","Cladocera",2020-09-15
"259","F28Jun20_midn","Cladocera_density_NopL_rep.mean_hypo_percent_density",3.58554038669887,NA,"hypolimnion","midnight","Cladocera",2020-06-28
"260","F29Jun20_noon","Cladocera_density_NopL_rep.mean_hypo_percent_density",12.4002850954173,NA,"hypolimnion","noon","Cladocera",2020-06-29
"261","F01Jul22_midn","Cyclopoida_density_NopL_rep.mean_epi_percent_density",98.8042248940929,13.3243409430265,"epilimnion","midnight","Cyclopoid",2022-07-01
"262","F01Jul22_noon","Cyclopoida_density_NopL_rep.mean_epi_percent_density",96.8926683847745,8.3060826657828,"epilimnion","noon","Cyclopoid",2022-07-01
"263","F10Jun21_midn","Cyclopoida_density_NopL_rep.mean_epi_percent_density",96.4782195840381,NA,"epilimnion","midnight","Cyclopoid",2021-06-10
"264","F10Jun21_noon","Cyclopoida_density_NopL_rep.mean_epi_percent_density",98.4352828801538,2.1248118447351,"epilimnion","noon","Cyclopoid",2021-06-10
"265","F10Sep20_midn","Cyclopoida_density_NopL_rep.mean_epi_percent_density",99.23896474069,NA,"epilimnion","midnight","Cyclopoid",2020-09-10
"266","F11Sep20_noon","Cyclopoida_density_NopL_rep.mean_epi_percent_density",97.6403171103852,NA,"epilimnion","noon","Cyclopoid",2020-09-11
"267","F14Sep20_midn","Cyclopoida_density_NopL_rep.mean_epi_percent_density",98.7691547847046,NA,"epilimnion","midnight","Cyclopoid",2020-09-14
"268","F15Sep20_noon","Cyclopoida_density_NopL_rep.mean_epi_percent_density",99.3482855965959,NA,"epilimnion","noon","Cyclopoid",2020-09-15
"269","F28Jun20_midn","Cyclopoida_density_NopL_rep.mean_epi_percent_density",88.6560712354959,NA,"epilimnion","midnight","Cyclopoid",2020-06-28
"270","F29Jun20_noon","Cyclopoida_density_NopL_rep.mean_epi_percent_density",92.9598852478589,NA,"epilimnion","noon","Cyclopoid",2020-06-29
"271","F01Jul22_midn","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",1.19577510590709,15.2669245304129,"hypolimnion","midnight","Cyclopoid",2022-07-01
"272","F01Jul22_noon","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",3.10733161522553,13.522412477242,"hypolimnion","noon","Cyclopoid",2022-07-01
"273","F10Jun21_midn","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",3.5217804159619,NA,"hypolimnion","midnight","Cyclopoid",2021-06-10
"274","F10Jun21_noon","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",1.5647171198462,11.7021797016681,"hypolimnion","noon","Cyclopoid",2021-06-10
"275","F10Sep20_midn","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",0.761035259309974,NA,"hypolimnion","midnight","Cyclopoid",2020-09-10
"276","F11Sep20_noon","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",2.35968288961476,NA,"hypolimnion","noon","Cyclopoid",2020-09-11
"277","F14Sep20_midn","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",1.2308452152954,NA,"hypolimnion","midnight","Cyclopoid",2020-09-14
"278","F15Sep20_noon","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",0.65171440340409,NA,"hypolimnion","noon","Cyclopoid",2020-09-15
"279","F28Jun20_midn","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",11.3439287645041,NA,"hypolimnion","midnight","Cyclopoid",2020-06-28
"280","F29Jun20_noon","Cyclopoida_density_NopL_rep.mean_hypo_percent_density",7.04011475214107,NA,"hypolimnion","noon","Cyclopoid",2020-06-29
"281","F01Jul22_midn","Rotifera_density_NopL_rep.mean_epi_percent_density",98.9630792864559,104.691250266637,"epilimnion","midnight","Rotifera_",2022-07-01
"282","F01Jul22_noon","Rotifera_density_NopL_rep.mean_epi_percent_density",97.7440113550432,228.417273309028,"epilimnion","noon","Rotifera_",2022-07-01
"283","F10Jun21_midn","Rotifera_density_NopL_rep.mean_epi_percent_density",96.8556511709702,NA,"epilimnion","midnight","Rotifera_",2021-06-10
"284","F10Jun21_noon","Rotifera_density_NopL_rep.mean_epi_percent_density",98.1079748050429,6.37443553420549,"epilimnion","noon","Rotifera_",2021-06-10
"285","F10Sep20_midn","Rotifera_density_NopL_rep.mean_epi_percent_density",99.7027115492089,NA,"epilimnion","midnight","Rotifera_",2020-09-10
"286","F11Sep20_noon","Rotifera_density_NopL_rep.mean_epi_percent_density",98.2804864023406,NA,"epilimnion","noon","Rotifera_",2020-09-11
"287","F14Sep20_midn","Rotifera_density_NopL_rep.mean_epi_percent_density",98.5229636334958,NA,"epilimnion","midnight","Rotifera_",2020-09-14
"288","F15Sep20_noon","Rotifera_density_NopL_rep.mean_epi_percent_density",99.5204971012497,NA,"epilimnion","noon","Rotifera_",2020-09-15
"289","F28Jun20_midn","Rotifera_density_NopL_rep.mean_epi_percent_density",85.9071926003473,NA,"epilimnion","midnight","Rotifera_",2020-06-28
"290","F29Jun20_noon","Rotifera_density_NopL_rep.mean_epi_percent_density",82.7949368284588,NA,"epilimnion","noon","Rotifera_",2020-06-29
"291","F01Jul22_midn","Rotifera_density_NopL_rep.mean_hypo_percent_density",1.03692071354408,133.23955209839,"hypolimnion","midnight","Rotifera_",2022-07-01
"292","F01Jul22_noon","Rotifera_density_NopL_rep.mean_hypo_percent_density",2.25598864495683,247.37353958048,"hypolimnion","noon","Rotifera_",2022-07-01
"293","F10Jun21_midn","Rotifera_density_NopL_rep.mean_hypo_percent_density",3.14434882902976,NA,"hypolimnion","midnight","Rotifera_",2021-06-10
"294","F10Jun21_noon","Rotifera_density_NopL_rep.mean_hypo_percent_density",1.89202519495709,524.787904025202,"hypolimnion","noon","Rotifera_",2021-06-10
"295","F10Sep20_midn","Rotifera_density_NopL_rep.mean_hypo_percent_density",0.297288450791093,NA,"hypolimnion","midnight","Rotifera_",2020-09-10
"296","F11Sep20_noon","Rotifera_density_NopL_rep.mean_hypo_percent_density",1.71951359765944,NA,"hypolimnion","noon","Rotifera_",2020-09-11
"297","F14Sep20_midn","Rotifera_density_NopL_rep.mean_hypo_percent_density",1.4770363665042,NA,"hypolimnion","midnight","Rotifera_",2020-09-14
"298","F15Sep20_noon","Rotifera_density_NopL_rep.mean_hypo_percent_density",0.47950289875033,NA,"hypolimnion","noon","Rotifera_",2020-09-15
"299","F28Jun20_midn","Rotifera_density_NopL_rep.mean_hypo_percent_density",14.0928073996527,NA,"hypolimnion","midnight","Rotifera_",2020-06-28
"300","F29Jun20_noon","Rotifera_density_NopL_rep.mean_hypo_percent_density",17.2050631715412,NA,"hypolimnion","noon","Rotifera_",2020-06-29
"301","F01Jul22_midn","Calanoida_density_NopL_rep.mean_epi_percent_density",99.6473208450174,1.9034772775752,"epilimnion","midnight","Calanoida",2022-07-01
"302","F01Jul22_noon","Calanoida_density_NopL_rep.mean_epi_percent_density",99.2618961158833,12.4591239986741,"epilimnion","noon","Calanoida",2022-07-01
"303","F10Jun21_midn","Calanoida_density_NopL_rep.mean_epi_percent_density",96.139601529771,NA,"epilimnion","midnight","Calanoida",2021-06-10
"304","F10Jun21_noon","Calanoida_density_NopL_rep.mean_epi_percent_density",0,0,"epilimnion","noon","Calanoida",2021-06-10
"305","F10Sep20_midn","Calanoida_density_NopL_rep.mean_epi_percent_density",99.4070999521534,NA,"epilimnion","midnight","Calanoida",2020-09-10
"306","F11Sep20_noon","Calanoida_density_NopL_rep.mean_epi_percent_density",99.3842956412525,NA,"epilimnion","noon","Calanoida",2020-09-11
"307","F14Sep20_midn","Calanoida_density_NopL_rep.mean_epi_percent_density",98.7829725071273,NA,"epilimnion","midnight","Calanoida",2020-09-14
"308","F15Sep20_noon","Calanoida_density_NopL_rep.mean_epi_percent_density",98.5608090179932,NA,"epilimnion","noon","Calanoida",2020-09-15
"309","F28Jun20_midn","Calanoida_density_NopL_rep.mean_epi_percent_density",0,NA,"epilimnion","midnight","Calanoida",2020-06-28
"310","F29Jun20_noon","Calanoida_density_NopL_rep.mean_epi_percent_density",0,NA,"epilimnion","noon","Calanoida",2020-06-29
"311","F01Jul22_midn","Calanoida_density_NopL_rep.mean_hypo_percent_density",0.352679154982572,2.0956999416007,"hypolimnion","midnight","Calanoida",2022-07-01
"312","F01Jul22_noon","Calanoida_density_NopL_rep.mean_hypo_percent_density",0.738103884116721,13.1699700685671,"hypolimnion","noon","Calanoida",2022-07-01
"313","F10Jun21_midn","Calanoida_density_NopL_rep.mean_hypo_percent_density",3.86039847022904,NA,"hypolimnion","midnight","Calanoida",2021-06-10
"314","F10Jun21_noon","Calanoida_density_NopL_rep.mean_hypo_percent_density",100,6.9045945849167,"hypolimnion","noon","Calanoida",2021-06-10
"315","F10Sep20_midn","Calanoida_density_NopL_rep.mean_hypo_percent_density",0.592900047846657,NA,"hypolimnion","midnight","Calanoida",2020-09-10
"316","F11Sep20_noon","Calanoida_density_NopL_rep.mean_hypo_percent_density",0.615704358747459,NA,"hypolimnion","noon","Calanoida",2020-09-11
"317","F14Sep20_midn","Calanoida_density_NopL_rep.mean_hypo_percent_density",1.21702749287269,NA,"hypolimnion","midnight","Calanoida",2020-09-14
"318","F15Sep20_noon","Calanoida_density_NopL_rep.mean_hypo_percent_density",1.43919098200683,NA,"hypolimnion","noon","Calanoida",2020-09-15
"319","F28Jun20_midn","Calanoida_density_NopL_rep.mean_hypo_percent_density",0,NA,"hypolimnion","midnight","Calanoida",2020-06-28
"320","F29Jun20_noon","Calanoida_density_NopL_rep.mean_hypo_percent_density",0,NA,"hypolimnion","noon","Calanoida",2020-06-29
"321","F01Jul22_midn","Copepoda_density_NopL_rep.mean_epi_percent_density",98.4945658247321,13.3243409430265,"epilimnion","midnight","Copepoda_",2022-07-01
"322","F01Jul22_noon","Copepoda_density_NopL_rep.mean_epi_percent_density",98.1541126892225,6.22956199933699,"epilimnion","noon","Copepoda_",2022-07-01
"323","F10Jun21_midn","Copepoda_density_NopL_rep.mean_epi_percent_density",97.3929732289269,NA,"epilimnion","midnight","Copepoda_",2021-06-10
"324","F10Jun21_noon","Copepoda_density_NopL_rep.mean_epi_percent_density",98.5100438107668,24.4353362144542,"epilimnion","noon","Copepoda_",2021-06-10
"325","F10Sep20_midn","Copepoda_density_NopL_rep.mean_epi_percent_density",99.2650173969391,NA,"epilimnion","midnight","Copepoda_",2020-09-10
"326","F11Sep20_noon","Copepoda_density_NopL_rep.mean_epi_percent_density",98.2347330428184,NA,"epilimnion","noon","Copepoda_",2020-09-11
"327","F14Sep20_midn","Copepoda_density_NopL_rep.mean_epi_percent_density",98.640968224408,NA,"epilimnion","midnight","Copepoda_",2020-09-14
"328","F15Sep20_noon","Copepoda_density_NopL_rep.mean_epi_percent_density",99.3060786415037,NA,"epilimnion","noon","Copepoda_",2020-09-15
"329","F28Jun20_midn","Copepoda_density_NopL_rep.mean_epi_percent_density",87.224312100819,NA,"epilimnion","midnight","Copepoda_",2020-06-28
"330","F29Jun20_noon","Copepoda_density_NopL_rep.mean_epi_percent_density",89.9860146749961,NA,"epilimnion","noon","Copepoda_",2020-06-29
"331","F01Jul22_midn","Copepoda_density_NopL_rep.mean_hypo_percent_density",1.50543417526787,49.1849776719673,"hypolimnion","midnight","Copepoda_",2022-07-01
"332","F01Jul22_noon","Copepoda_density_NopL_rep.mean_hypo_percent_density",1.84588731077753,60.7875581577116,"hypolimnion","noon","Copepoda_",2022-07-01
"333","F10Jun21_midn","Copepoda_density_NopL_rep.mean_hypo_percent_density",2.60702677107306,NA,"hypolimnion","midnight","Copepoda_",2021-06-10
"334","F10Jun21_noon","Copepoda_density_NopL_rep.mean_hypo_percent_density",1.48995618923323,162.949740095703,"hypolimnion","noon","Copepoda_",2021-06-10
"335","F10Sep20_midn","Copepoda_density_NopL_rep.mean_hypo_percent_density",0.734982603060935,NA,"hypolimnion","midnight","Copepoda_",2020-09-10
"336","F11Sep20_noon","Copepoda_density_NopL_rep.mean_hypo_percent_density",1.76526695718156,NA,"hypolimnion","noon","Copepoda_",2020-09-11
"337","F14Sep20_midn","Copepoda_density_NopL_rep.mean_hypo_percent_density",1.35903177559197,NA,"hypolimnion","midnight","Copepoda_",2020-09-14
"338","F15Sep20_noon","Copepoda_density_NopL_rep.mean_hypo_percent_density",0.693921358496285,NA,"hypolimnion","noon","Copepoda_",2020-09-15
"339","F28Jun20_midn","Copepoda_density_NopL_rep.mean_hypo_percent_density",12.7756878991809,NA,"hypolimnion","midnight","Copepoda_",2020-06-28
"340","F29Jun20_noon","Copepoda_density_NopL_rep.mean_hypo_percent_density",10.0139853250039,NA,"hypolimnion","noon","Copepoda_",2020-06-29
